player,lastname,team,link_tm,link_ws
Andrew Wooten,Wooten,Sandhausen,/andrew-wooten/profil/spieler/67407,/Players/111800/Show/Andrew-Wooten
Fabian Schleusener,Schleusener,Sandhausen,/fabian-schleusener/profil/spieler/229176,/Players/298077/Show/Fabian-Schleusener
Philipp Förster,Förster,Sandhausen,/philipp-forster/profil/spieler/179635,/Players/334740/Show/Philipp-Förster
Kevin Behrens,Behrens,Sandhausen,/kevin-behrens/profil/spieler/117432,/Players/261246/Show/Kevin-Behrens
Philipp Klingmann,Klingmann,Sandhausen,/philipp-klingmann/profil/spieler/51216,/Players/132339/Show/Philipp-Klingmann
Juanpe,Juanpe,Girona,/juanpe/profil/spieler/115333,/Players/140803/Show/Juanpe
Bernardo Espinosa,Espinosa,Girona,/bernardo-espinosa/profil/spieler/64598,/Players/67327/Show/Bernardo-Espinosa
Marc Muniesa,Muniesa,Girona,/marc-muniesa/profil/spieler/74228,/Players/75177/Show/Marc-Muniesa
Pedro Alcalá,Alcalá,Girona,/pedro-alcala/profil/spieler/51663,/Players/79923/Show/Pedro-Alcalá
Pere Pons,Pons,Girona,/pere-pons/profil/spieler/242497,/Players/140929/Show/Pere-Pons
Álex Granell,Granell,Girona,/alex-granell/profil/spieler/255284,/Players/238304/Show/Álex-Granell
Douglas Luiz,Luiz,Girona,/douglas-luiz/profil/spieler/447661,/Players/337883/Show/Douglas-Luiz
Valery Fernández,Fernández,Girona,/valery-fernandez/profil/spieler/331496,/Players/365619/Show/Valery-Fernández
Anthony Lozano,Lozano,Girona,/anthony-lozano/profil/spieler/131275,/Players/90003/Show/Anthony-Lozano
Gorka Iraizoz,Iraizoz,Girona,/gorka-iraizoz/profil/spieler/7874,/Players/14245/Show/Gorka-Iraizoz
Carles Planas,Planas,Girona,/carles-planas/profil/spieler/66099,/Players/91259/Show/Carles-Planas
Pedro Porro,Porro,Girona,/pedro-porro/profil/spieler/553875,/Players/362352/Show/Pedro-Porro
Jonás Ramalho,Ramalho,Girona,/jonas-ramalho/profil/spieler/69660,/Players/82968/Show/Jonás-Ramalho
Patrick Roberts,Roberts,Girona,/patrick-roberts/profil/spieler/225452,/Players/136462/Show/Patrick-Roberts
Kevin Soni,Soni,Girona,/kevin-soni/profil/spieler/353959,/Players/260491/Show/Kevin-Soni
Cristhian Stuani,Stuani,Girona,/cristhian-stuani/profil/spieler/59323,/Players/24400/Show/Cristhian-Stuani
Portu,Portu,Girona,/portu/profil/spieler/99353,/Players/106895/Show/Portu
Seydou Doumbia,Doumbia,Girona,/seydou-doumbia/profil/spieler/75287,/Players/27909/Show/Seydou-Doumbia
Aitor Fernández,Fernández,Levante,/aitor-fernandez/profil/spieler/118997,/Players/91194/Show/Aitor-Fernández
Rúben Vezo,Vezo,Levante,/ruben-vezo/profil/spieler/257851,/Players/130356/Show/Rúben-Vezo
Rober Pier,Pier,Levante,/rober-pier/profil/spieler/387129,/Players/301467/Show/Rober-Pier
Antonio Luna,Luna,Levante,/antonio-luna/profil/spieler/126516,/Players/86793/Show/Antonio-Luna
Toño,Toño,Levante,/tono/profil/spieler/125931,/Players/243187/Show/Toño
Nikola Vukcevic,Vukcevic,Levante,/nikola-vukcevic/profil/spieler/151470,/Players/50069/Show/Nikola-Vukcevic
Cheick Doukouré,Doukouré,Levante,/cheick-doukoure/profil/spieler/129679,/Players/81729/Show/Cheick-Doukouré
Enis Bardhi,Bardhi,Levante,/enis-bardhi/profil/spieler/245014,/Players/275687/Show/Enis-Bardhi
Jason,Jason,Levante,/jason/profil/spieler/263860,/Players/131051/Show/Jason
Borja Mayoral,Mayoral,Levante,/borja-mayoral/profil/spieler/298976,/Players/278721/Show/Borja-Mayoral
Raphael Dwamena,Dwamena,Levante,/raphael-dwamena/profil/spieler/254290,/Players/228014/Show/Raphael-Dwamena
Oier Olazábal,Olazábal,Levante,/oier-olazabal/profil/spieler/8176,/Players/33960/Show/Oier-Olazábal
Erick Cabaco,Cabaco,Levante,/erick-cabaco/profil/spieler/302991,/Players/326461/Show/Erick-Cabaco
Pedro López,López,Levante,/pedro-lopez/profil/spieler/25412,/Players/10067/Show/Pedro-López
Sergio Postigo,Postigo,Levante,/sergio-postigo/profil/spieler/158791,/Players/109896/Show/Sergio-Postigo
Moses Simon,Simon,Levante,/moses-simon/profil/spieler/274862,/Players/202185/Show/Moses-Simon
Roger Martí,Martí,Levante,/roger-marti/profil/spieler/212391,/Players/109811/Show/Roger-Martí
José Luis Morales,Morales,Levante,/jose-luis-morales/profil/spieler/252677,/Players/135321/Show/José-Luis-Morales
José Campaña,Campaña,Levante,/jose-campana/profil/spieler/120095,/Players/91214/Show/José-Campaña
Rubén Rochina,Rochina,Levante,/ruben-rochina/profil/spieler/67548,/Players/91273/Show/Rubén-Rochina
Coke,Coke,Levante,/coke/profil/spieler/71905,/Players/44486/Show/Coke
Manuel Riemann,Riemann,Bochum,/manuel-riemann/profil/spieler/40792,/Players/128289/Show/Manuel-Riemann
Maxim Leitsch,Leitsch,Bochum,/maxim-leitsch/profil/spieler/334207,/Players/321175/Show/Maxim-Leitsch
Dominik Baumgartner,Baumgartner,Bochum,/dominik-baumgartner/profil/spieler/206906,/Players/369463/Show/Dominik-Baumgartner
Patrick Fabian,Fabian,Bochum,/patrick-fabian/profil/spieler/41319,/Players/33027/Show/Patrick-Fabian
Tom Baack,Baack,Bochum,/tom-baack/profil/spieler/331637,/Players/306961/Show/Tom-Baack
Danilo Soares,Soares,Bochum,/danilo-soares/profil/spieler/154396,/Players/87813/Show/Danilo-Soares
Moritz Römling,Römling,Bochum,/moritz-romling/profil/spieler/452222,/Players/366418/Show/Moritz-Römling
Jannik Bandowski,Bandowski,Bochum,/jannik-bandowski/profil/spieler/189691,/Players/124220/Show/Jannik-Bandowski
Jan Gyamerah,Gyamerah,Bochum,/jan-gyamerah/profil/spieler/192840,/Players/132011/Show/Jan-Gyamerah
Stefano Celozzi,Celozzi,Bochum,/stefano-celozzi/profil/spieler/33729,/Players/26474/Show/Stefano-Celozzi
Anthony Losilla,Losilla,Bochum,/anthony-losilla/profil/spieler/111266,/Players/90113/Show/Anthony-Losilla
Vitaly Janelt,Janelt,Bochum,/vitaly-janelt/profil/spieler/270171,/Players/298689/Show/Vitaly-Janelt
Chung-Yong Lee,Lee,Bochum,/chung-yong-lee/profil/spieler/81801,/Players/42915/Show/Chung-Yong-Lee
Sebastian Maier,Maier,Bochum,/sebastian-maier/profil/spieler/126285,/Players/132364/Show/Sebastian-Maier
Thomas Eisfeld,Eisfeld,Bochum,/thomas-eisfeld/profil/spieler/86643,/Players/110375/Show/Thomas-Eisfeld
Robbie Kruse,Kruse,Bochum,/robbie-kruse/profil/spieler/51972,/Players/32078/Show/Robbie-Kruse
Milos Pantovic,Pantovic,Bochum,/milos-pantovic/profil/spieler/232144,/Players/298436/Show/Milos-Pantovic
Simon Zoller,Zoller,Bochum,/simon-zoller/profil/spieler/79967,/Players/93749/Show/Simon-Zoller
Tim Hoogland,Hoogland,Bochum,/tim-hoogland/profil/spieler/18833,/Players/13514/Show/Tim-Hoogland
Stelios Kokovas,Kokovas,Bochum,/stelios-kokovas/profil/spieler/530166,/Players/372293/Show/Stelios-Kokovas
Görkem Saglam,Saglam,Bochum,/gorkem-saglam/profil/spieler/251345,/Players/279751/Show/Görkem-Saglam
Baris Ekincier,Ekincier,Bochum,/baris-ekincier/profil/spieler/383223,/Players/362665/Show/Baris-Ekincier
Lukas Hinterseer,Hinterseer,Bochum,/lukas-hinterseer/profil/spieler/59054,/Players/137254/Show/Lukas-Hinterseer
Tom Weilandt,Weilandt,Bochum,/tom-weilandt/profil/spieler/93837,/Players/103667/Show/Tom-Weilandt
Silvère Ganvoula,Ganvoula,Bochum,/silvere-ganvoula/profil/spieler/312819,/Players/253786/Show/Silvère-Ganvoula
Robert Tesche,Tesche,Bochum,/robert-tesche/profil/spieler/41458,/Players/25435/Show/Robert-Tesche
Sidney Sam,Sam,Bochum,/sidney-sam/profil/spieler/39102,/Players/29742/Show/Sidney-Sam
Marek Hamsik,Hamsik,Dalian Yifang,/marek-hamsik/profil/spieler/38593,/Players/13475/Show/Marek-Hamsik
Emmanuel Boateng,Boateng,Dalian Yifang,/emmanuel-boateng/profil/spieler/332612,/Players/243572/Show/Emmanuel-Boateng
Alex Akande,Akande,Dalian Yifang,/alex-tayo-akande/profil/spieler/209778,/Players/371053/Show/Alex-Akande
Yannick Carrasco,Carrasco,Dalian Yifang,/yannick-carrasco/profil/spieler/140776,/Players/115472/Show/Yannick-Carrasco
Nyasha Mushekwi,Mushekwi,Dalian Yifang,/nyasha-mushekwi/profil/spieler/146721,/Players/93860/Show/Nyasha-Mushekwi
Edouard Mendy,Mendy,Reims,/edouard-mendy/profil/spieler/442531,/Players/321390/Show/Edouard-Mendy
Björn Engels,Engels,Reims,/bjorn-engels/profil/spieler/193469,/Players/108493/Show/Björn-Engels
Yunis Abdelhamid,Abdelhamid,Reims,/yunis-abdelhamid/profil/spieler/199704,/Players/234352/Show/Yunis-Abdelhamid
Thomas Fontaine,Fontaine,Reims,/thomas-fontaine/profil/spieler/80036,/Players/69995/Show/Thomas-Fontaine
Ghislain Konan,Konan,Reims,/ghislain-konan/profil/spieler/422850,/Players/331567/Show/Ghislain-Konan
Abdul Rahman Baba,Baba,Reims,/abdul-rahman-baba/profil/spieler/224884,/Players/114845/Show/Abdul-Rahman-Baba
Thomas Foket,Foket,Reims,/thomas-foket/profil/spieler/215114,/Players/115882/Show/Thomas-Foket
Jacques-Alaixys Romao,Romao,Reims,/alaixys-romao/profil/spieler/40014,/Players/21073/Show/Jacques-Alaixys-Romao
Nolan Mbemba,Mbemba,Reims,/nolan-mbemba/profil/spieler/276768,/Players/317649/Show/Nolan-Mbemba
Xavier Chavalerin,Chavalerin,Reims,/xavier-chavalerin/profil/spieler/118278,/Players/236556/Show/Xavier-Chavalerin
Axel Disasi,Disasi,Reims,/axel-disasi/profil/spieler/386047,/Players/300426/Show/Axel-Disasi
Hassane Kamara,Kamara,Reims,/hassane-kamara/profil/spieler/290017,/Players/239881/Show/Hassane-Kamara
Marvin Martin,Martin,Reims,/marvin-martin/profil/spieler/77834,/Players/43198/Show/Marvin-Martin
Moussa Doumbia,Doumbia,Reims,/moussa-doumbia/profil/spieler/316137,/Players/234346/Show/Moussa-Doumbia
Sheyi Ojo,Ojo,Reims,/sheyi-ojo/profil/spieler/236510,/Players/257539/Show/Sheyi-Ojo
Remi Oudin,Oudin,Reims,/remi-oudin/profil/spieler/399543,/Players/322421/Show/Remi-Oudin
Mathieu Cafaro,Cafaro,Reims,/mathieu-cafaro/profil/spieler/399383,/Players/297211/Show/Mathieu-Cafaro
Boulaye Dia,Dia,Reims,/boulaye-dia/profil/spieler/626913,/Players/365122/Show/Boulaye-Dia
Arbër Zeneli,Zeneli,Reims,/arber-zeneli/profil/spieler/222876,/Players/144285/Show/Arbër-Zeneli
Péter Gulácsi,Gulácsi,RasenBallsport Leipzig,/peter-gulacsi/profil/spieler/57071,/Players/67369/Show/Péter-Gulácsi
Yvon Mvogo,Mvogo,RasenBallsport Leipzig,/yvon-mvogo/profil/spieler/147051,/Players/103542/Show/Yvon-Mvogo
Dayot Upamecano,Upamecano,RasenBallsport Leipzig,/dayot-upamecano/profil/spieler/344695,/Players/327721/Show/Dayot-Upamecano
Ibrahima Konaté,Konaté,RasenBallsport Leipzig,/ibrahima-konate/profil/spieler/357119,/Players/345957/Show/Ibrahima-Konaté
Willi Orban,Orban,RasenBallsport Leipzig,/willi-orban/profil/spieler/93740,/Players/104917/Show/Willi-Orban
Marcel Halstenberg,Halstenberg,RasenBallsport Leipzig,/marcel-halstenberg/profil/spieler/70243,/Players/115161/Show/Marcel-Halstenberg
Nordi Mukiele,Mukiele,RasenBallsport Leipzig,/nordi-mukiele/profil/spieler/348026,/Players/299077/Show/Nordi-Mukiele
Tyler Adams,Adams,RasenBallsport Leipzig,/tyler-adams/profil/spieler/332705,/Players/315275/Show/Tyler-Adams
Kevin Kampl,Kampl,RasenBallsport Leipzig,/kevin-kampl/profil/spieler/53418,/Players/80994/Show/Kevin-Kampl
Konrad Laimer,Laimer,RasenBallsport Leipzig,/konrad-laimer/profil/spieler/223967,/Players/248010/Show/Konrad-Laimer
Emile Smith Rowe,Rowe,RasenBallsport Leipzig,/emile-smith-rowe/profil/spieler/392765,/Players/363686/Show/Emile-Smith-Rowe
Jean-Kévin Augustin,Augustin,RasenBallsport Leipzig,/jean-kevin-augustin/profil/spieler/264956,/Players/245643/Show/Jean-Kévin-Augustin
Marcelo Saracchi,Saracchi,RasenBallsport Leipzig,/marcelo-saracchi/profil/spieler/373916,/Players/345388/Show/Marcelo-Saracchi
Diego Demme,Demme,RasenBallsport Leipzig,/diego-demme/profil/spieler/82070,/Players/133886/Show/Diego-Demme
Amadou Haidara,Haidara,RasenBallsport Leipzig,/amadou-haidara/profil/spieler/402008,/Players/298837/Show/Amadou-Haidara
Stefan Ilsanker,Ilsanker,RasenBallsport Leipzig,/stefan-ilsanker/profil/spieler/40074,/Players/37940/Show/Stefan-Ilsanker
Bruma,Bruma,RasenBallsport Leipzig,/bruma/profil/spieler/139396,/Players/117980/Show/Bruma
Matheus Cunha,Cunha,RasenBallsport Leipzig,/matheus-cunha/profil/spieler/517894,/Players/362758/Show/Matheus-Cunha
Timo Werner,Werner,RasenBallsport Leipzig,/timo-werner/profil/spieler/170527,/Players/130903/Show/Timo-Werner
Yussuf Poulsen,Poulsen,RasenBallsport Leipzig,/yussuf-poulsen/profil/spieler/157635,/Players/132943/Show/Yussuf-Poulsen
Lukas Klostermann,Klostermann,RasenBallsport Leipzig,/lukas-klostermann/profil/spieler/215599,/Players/143600/Show/Lukas-Klostermann
Emil Forsberg,Forsberg,RasenBallsport Leipzig,/emil-forsberg/profil/spieler/111078,/Players/141716/Show/Emil-Forsberg
Marcel Sabitzer,Sabitzer,RasenBallsport Leipzig,/marcel-sabitzer/profil/spieler/106987,/Players/92051/Show/Marcel-Sabitzer
Matvey Safonov,Safonov,FC Krasnodar,/matvey-safonov/profil/spieler/318470,/Players/329019/Show/Matvey-Safonov
Andrey Sinitsyn,Sinitsyn,FC Krasnodar,/andrey-sinitsyn/profil/spieler/106196,/Players/74864/Show/Andrey-Sinitsyn
Uros Spajic,Spajic,FC Krasnodar,/uros-spajic/profil/spieler/160222,/Players/127920/Show/Uros-Spajic
Aleksandr Martynovich,Martynovich,FC Krasnodar,/aleksandr-martynovich/profil/spieler/59352,/Players/30091/Show/Aleksandr-Martynovich
Jón Fjóluson,Fjóluson,FC Krasnodar,/jon-gudni-fjoluson/profil/spieler/103732,/Players/131153/Show/Jón-Fjóluson
Cristian Ramírez,Ramírez,FC Krasnodar,/cristian-ramirez/profil/spieler/189485,/Players/117710/Show/Cristian-Ramírez
Sergey Petrov,Petrov,FC Krasnodar,/sergey-petrov/profil/spieler/102581,/Players/75477/Show/Sergey-Petrov
Nikolai Markov,Markov,FC Krasnodar,/nikolay-markov/profil/spieler/89088,/Players/72441/Show/Nikolai-Markov
Artem Golubev,Golubev,FC Krasnodar,/artem-golubev/profil/spieler/375663,/Players/356991/Show/Artem-Golubev
Yuri Gazinskiy,Gazinskiy,FC Krasnodar,/yuri-gazinskiy/profil/spieler/159957,/Players/132578/Show/Yuri-Gazinskiy
Pavel Mamaev,Mamaev,FC Krasnodar,/pavel-mamaev/profil/spieler/38802,/Players/29928/Show/Pavel-Mamaev
Mauricio Pereyra,Pereyra,FC Krasnodar,/mauricio-pereyra/profil/spieler/102452,/Players/73926/Show/Mauricio-Pereyra
Stanislav Kritsyuk,Kritsyuk,FC Krasnodar,/stanislav-kritsyuk/profil/spieler/98547,/Players/124712/Show/Stanislav-Kritsyuk
Charles Kaboré,Kaboré,FC Krasnodar,/charles-kabore/profil/spieler/57402,/Players/27079/Show/Charles-Kaboré
Kristoffer Olsson,Olsson,FC Krasnodar,/kristoffer-olsson/profil/spieler/193592,/Players/136825/Show/Kristoffer-Olsson
Dmitriy Stotskiy,Stotskiy,FC Krasnodar,/dmitri-stotskiy/profil/spieler/124700,/Players/271111/Show/Dmitriy-Stotskiy
Daniil Utkin,Utkin,FC Krasnodar,/daniil-utkin/profil/spieler/375667,/Players/367259/Show/Daniil-Utkin
Viktor Claesson,Claesson,FC Krasnodar,/viktor-claesson/profil/spieler/116598,/Players/99972/Show/Viktor-Claesson
Ari,Ari,FC Krasnodar,/aritm/profil/spieler/38539,/Players/20114/Show/Ari
Shapi Suleymanov,Suleymanov,FC Krasnodar,/shapi-suleymanov/profil/spieler/335725,/Players/341315/Show/Shapi-Suleymanov
Wanderson,Wanderson,FC Krasnodar,/wanderson/profil/spieler/236202,/Players/295012/Show/Wanderson
Roman Bürki,Bürki,Borussia Dortmund,/roman-burki/profil/spieler/59027,/Players/63936/Show/Roman-Bürki
Manuel Akanji,Akanji,Borussia Dortmund,/manuel-akanji/profil/spieler/284730,/Players/297390/Show/Manuel-Akanji
Abdou Diallo,Diallo,Borussia Dortmund,/abdou-diallo/profil/spieler/229005,/Players/248112/Show/Abdou-Diallo
Dan-Axel Zagadou,Zagadou,Borussia Dortmund,/dan-axel-zagadou/profil/spieler/344598,/Players/342548/Show/Dan-Axel-Zagadou
Achraf Hakimi,Hakimi,Borussia Dortmund,/achraf-hakimi/profil/spieler/398073,/Players/320834/Show/Achraf-Hakimi
Julian Weigl,Weigl,Borussia Dortmund,/julian-weigl/profil/spieler/196792,/Players/142318/Show/Julian-Weigl
Thomas Delaney,Delaney,Borussia Dortmund,/thomas-delaney/profil/spieler/91849,/Players/73744/Show/Thomas-Delaney
Raphael Guerreiro,Guerreiro,Borussia Dortmund,/raphael-guerreiro/profil/spieler/170986,/Players/115375/Show/Raphael-Guerreiro
Christian Pulisic,Pulisic,Borussia Dortmund,/christian-pulisic/profil/spieler/315779,/Players/302692/Show/Christian-Pulisic
Marius Wolf,Wolf,Borussia Dortmund,/marius-wolf/profil/spieler/193900,/Players/312666/Show/Marius-Wolf
Marwin Hitz,Hitz,Borussia Dortmund,/marwin-hitz/profil/spieler/59238,/Players/36152/Show/Marwin-Hitz
Lukasz Piszczek,Piszczek,Borussia Dortmund,/lukasz-piszczek/profil/spieler/25727,/Players/11090/Show/Lukasz-Piszczek
Marcel Schmelzer,Schmelzer,Borussia Dortmund,/marcel-schmelzer/profil/spieler/35208,/Players/43364/Show/Marcel-Schmelzer
Ömer Toprak,Toprak,Borussia Dortmund,/omer-toprak/profil/spieler/43512,/Players/43589/Show/Ömer-Toprak
Mahmoud Dahoud,Dahoud,Borussia Dortmund,/mahmoud-dahoud/profil/spieler/191422,/Players/135092/Show/Mahmoud-Dahoud
Jacob Bruun Larsen,Larsen,Borussia Dortmund,/jacob-bruun-larsen/profil/spieler/293281,/Players/307202/Show/Jacob-Bruun-Larsen
Maximilian Philipp,Philipp,Borussia Dortmund,/maximilian-philipp/profil/spieler/143891,/Players/145267/Show/Maximilian-Philipp
Paco Alcácer,Alcácer,Borussia Dortmund,/paco-alcacer/profil/spieler/126716,/Players/95953/Show/Paco-Alcácer
Marco Reus,Reus,Borussia Dortmund,/marco-reus/profil/spieler/35207,/Players/41330/Show/Marco-Reus
Mario Götze,Götze,Borussia Dortmund,/mario-gotze/profil/spieler/74842,/Players/80382/Show/Mario-Götze
Axel Witsel,Witsel,Borussia Dortmund,/axel-witsel/profil/spieler/35047,/Players/25191/Show/Axel-Witsel
Jadon Sancho,Sancho,Borussia Dortmund,/jadon-sancho/profil/spieler/401173,/Players/346300/Show/Jadon-Sancho
Lars Unnerstall,Unnerstall,VVV-Venlo,/lars-unnerstall/profil/spieler/53696,/Players/90235/Show/Lars-Unnerstall
Nils Röseler,Röseler,VVV-Venlo,/nils-roseler/profil/spieler/47740,/Players/96638/Show/Nils-Röseler
Christian Kum,Kum,VVV-Venlo,/christian-kum/profil/spieler/37850,/Players/34246/Show/Christian-Kum
Jerold Promes,Promes,VVV-Venlo,/jerold-promes/profil/spieler/62085,/Players/343310/Show/Jerold-Promes
Josimar Lima,Lima,VVV-Venlo,/josimar-lima/profil/spieler/71103,/Players/41960/Show/Josimar-Lima
Moreno Rutten,Rutten,VVV-Venlo,/moreno-rutten/profil/spieler/187296,/Players/343313/Show/Moreno-Rutten
Danny Post,Post,VVV-Venlo,/danny-post/profil/spieler/90343,/Players/344124/Show/Danny-Post
Peter van Ooijen,Ooijen,VVV-Venlo,/peter-van-ooijen/profil/spieler/123521,/Players/96609/Show/Peter-van-Ooijen
Evert Linthorst,Linthorst,VVV-Venlo,/evert-linthorst/profil/spieler/361112,/Players/355961/Show/Evert-Linthorst
Delano van Crooij,Crooij,VVV-Venlo,/delano-van-crooij/profil/spieler/159143,/Players/285951/Show/Delano-van-Crooij
Axel Borgmann,Borgmann,VVV-Venlo,/axel-borgmann/profil/spieler/119032,/Players/254555/Show/Axel-Borgmann
Tristan Dekker,Dekker,VVV-Venlo,/tristan-dekker/profil/spieler/315124,/Players/343311/Show/Tristan-Dekker
Evren Korkmaz,Korkmaz,VVV-Venlo,/evren-korkmaz/profil/spieler/349796,/Players/351723/Show/Evren-Korkmaz
Damian van Bruggen,Bruggen,VVV-Venlo,/damian-van-bruggen/profil/spieler/241420,/Players/303815/Show/Damian-van-Bruggen
Sem Steijn,Steijn,VVV-Venlo,/sem-steijn/profil/spieler/593519,/Players/361794/Show/Sem-Steijn
Peniel Mlapa,Mlapa,VVV-Venlo,/peniel-mlapa/profil/spieler/70280,/Players/74923/Show/Peniel-Mlapa
Patrick Joosten,Joosten,VVV-Venlo,/patrick-joosten/profil/spieler/317593,/Players/298493/Show/Patrick-Joosten
Jay-Roy Grot,Grot,VVV-Venlo,/jay-roy-grot/profil/spieler/360517,/Players/290847/Show/Jay-Roy-Grot
Johnatan Opoku,Opoku,VVV-Venlo,/johnatan-opoku/profil/spieler/191834,/Players/345360/Show/Johnatan-Opoku
Tino Susic,Susic,VVV-Venlo,/tino-sven-susic/profil/spieler/140790,/Players/95405/Show/Tino-Susic
Lee Camp,Camp,Birmingham,/lee-camp/profil/spieler/13443,/Players/8191/Show/Lee-Camp
Connal Trueman,Trueman,Birmingham,/connal-trueman/profil/spieler/344586,/Players/247969/Show/Connal-Trueman
Marc Roberts,Roberts,Birmingham,/marc-roberts/profil/spieler/284959,/Players/138949/Show/Marc-Roberts
Harlee Dean,Dean,Birmingham,/harlee-dean/profil/spieler/120504,/Players/131499/Show/Harlee-Dean
Wes Harding,Harding,Birmingham,/wes-harding/profil/spieler/526694,/Players/342493/Show/Wes-Harding
Kristian Pedersen,Pedersen,Birmingham,/kristian-pedersen/profil/spieler/331779,/Players/228514/Show/Kristian-Pedersen
Maxime Colin,Colin,Birmingham,/maxime-colin/profil/spieler/156618,/Players/91926/Show/Maxime-Colin
Maikel Kieftenbeld,Kieftenbeld,Birmingham,/maikel-kieftenbeld/profil/spieler/82332,/Players/42979/Show/Maikel-Kieftenbeld
Charlie Lakin,Lakin,Birmingham,/charlie-lakin/profil/spieler/564048,/Players/352814/Show/Charlie-Lakin
Kerim Mrabti,Mrabti,Birmingham,/kerim-mrabti/profil/spieler/225569,/Players/144281/Show/Kerim-Mrabti
Isaac Vassell,Vassell,Birmingham,/isaac-vassell/profil/spieler/195481,/Players/134180/Show/Isaac-Vassell
David Davis,Davis,Birmingham,/david-davis/profil/spieler/129054,/Players/82088/Show/David-Davis
Connor Mahoney,Mahoney,Birmingham,/connor-mahoney/profil/spieler/287528,/Players/135773/Show/Connor-Mahoney
Che Adams,Adams,Birmingham,/che-adams/profil/spieler/346779,/Players/256419/Show/Che-Adams
Lukas Jutkiewicz,Jutkiewicz,Birmingham,/lukas-jutkiewicz/profil/spieler/33507,/Players/14013/Show/Lukas-Jutkiewicz
Jacques Maghoma,Maghoma,Birmingham,/jacques-maghoma/profil/spieler/45522,/Players/76729/Show/Jacques-Maghoma
Michael Morrison,Morrison,Birmingham,/michael-morrison/profil/spieler/66497,/Players/19358/Show/Michael-Morrison
Jota,Jota,Birmingham,/jota/profil/spieler/176591,/Players/10447/Show/Jota
Janis Blaswich,Blaswich,Heracles,/janis-blaswich/profil/spieler/81173,/Players/104885/Show/Janis-Blaswich
Robin Pröpper,Pröpper,Heracles,/robin-propper/profil/spieler/202788,/Players/108935/Show/Robin-Pröpper
Dario Van den Buijs,Buijs,Heracles,/dario-van-den-buijs/profil/spieler/235274,/Players/255946/Show/Dario-Van-den-Buijs
Maximilian Rossmann,Rossmann,Heracles,/maximilian-rossmann/profil/spieler/158052,/Players/361776/Show/Maximilian-Rossmann
Stephen Sama,Sama,Heracles,/stephen-sama/profil/spieler/86204,/Players/121649/Show/Stephen-Sama
Lennart Czyborra,Czyborra,Heracles,/lennart-czyborra/profil/spieler/309393,/Players/361777/Show/Lennart-Czyborra
Tim Breukers,Breukers,Heracles,/tim-breukers/profil/spieler/63356,/Players/35160/Show/Tim-Breukers
Tim van de Berg,Berg,Heracles,/tim-van-de-berg/profil/spieler/447827,/Players/328264/Show/Tim-van-de-Berg
Alexander Merkel,Merkel,Heracles,/alexander-merkel/profil/spieler/86926,/Players/83220/Show/Alexander-Merkel
Yoëll van Nieff,Nieff,Heracles,/yoell-van-nieff/profil/spieler/187301,/Players/122399/Show/Yoëll-van-Nieff
Dabney dos Santos,Santos,Heracles,/dabney-dos-santos/profil/spieler/241500,/Players/141173/Show/Dabney-dos-Santos
Zeki Erkilinc,Erkilinc,Heracles,/zeki-erkilinc/profil/spieler/387218,/Players/351353/Show/Zeki-Erkilinc
Silvester van der Water,Water,Heracles,/silvester-van-der-water/profil/spieler/386164,/Players/361778/Show/Silvester-van-der-Water
Michael Brouwer,Brouwer,Heracles,/michael-brouwer/profil/spieler/231650,/Players/116684/Show/Michael-Brouwer
Wout Droste,Droste,Heracles,/wout-droste/profil/spieler/71082,/Players/42980/Show/Wout-Droste
Mats Knoester,Knoester,Heracles,/mats-knoester/profil/spieler/315138,/Players/369553/Show/Mats-Knoester
Bart van Hintum,Hintum,Heracles,/bart-van-hintum/profil/spieler/57328,/Players/33002/Show/Bart-van-Hintum
Jesper Drost,Drost,Heracles,/jesper-drost/profil/spieler/143155,/Players/81962/Show/Jesper-Drost
Joey Konings,Konings,Heracles,/joey-konings/profil/spieler/315140,/Players/365151/Show/Joey-Konings
Adrián Dalmau,Dalmau,Heracles,/adrian-dalmau/profil/spieler/288228,/Players/249686/Show/Adrián-Dalmau
Kristoffer Peterson,Peterson,Heracles,/kristoffer-peterson/profil/spieler/186704,/Players/140902/Show/Kristoffer-Peterson
Brandley Kuwas,Kuwas,Heracles,/brandley-kuwas/profil/spieler/232219,/Players/290850/Show/Brandley-Kuwas
Mohammed Osman,Osman,Heracles,/mohammed-osman/profil/spieler/273431,/Players/289016/Show/Mohammed-Osman
Lerin Duarte,Duarte,Heracles,/lerin-duarte/profil/spieler/92842,/Players/77426/Show/Lerin-Duarte
Ederson,Ederson,ManCity,/ederson/profil/spieler/238223,/Players/121774/Show/Ederson
Aymeric Laporte,Laporte,ManCity,/aymeric-laporte/profil/spieler/176553,/Players/122117/Show/Aymeric-Laporte
Vincent Kompany,Kompany,ManCity,/vincent-kompany/profil/spieler/9594,/Players/10136/Show/Vincent-Kompany
Benjamin Mendy,Mendy,ManCity,/benjamin-mendy/profil/spieler/157495,/Players/105962/Show/Benjamin-Mendy
Oleksandr Zinchenko,Zinchenko,ManCity,/oleksandr-zinchenko/profil/spieler/203853,/Players/273257/Show/Oleksandr-Zinchenko
Kyle Walker,Walker,ManCity,/kyle-walker/profil/spieler/95424,/Players/69778/Show/Kyle-Walker
Fernandinho,Fernandinho,ManCity,/fernandinho/profil/spieler/26267,/Players/19119/Show/Fernandinho
