link,search,results
/michael-ihiekwe/profil/spieler/145923,Michael+Ihiekwe+Rotherham,21600
/adrian-dalmau/profil/spieler/288228,Adrián+Dalmau+Heracles,115000
/matias-vecino/profil/spieler/143812,Matías+Vecino+Inter,5390000
/enis-bardhi/profil/spieler/245014,Enis+Bardhi+Levante,152000
/chechu-dorado/profil/spieler/70898,Chechu+Dorado+Real+Zaragoza,61200
/mikel-merino/profil/spieler/338424,Mikel+Merino+Real+Sociedad,417000
/johannes-wurtz/profil/spieler/93926,Johannes+Wurtz+Darmstadt,88900
/sebastian-villa/profil/spieler/493000,Sebastián+Villa+Boca+Juniors,4020000
/michael-ratajczak/profil/spieler/1257,Michael+Ratajczak+Paderborn,39500
/mbilla-etame/profil/spieler/78798,Mbilla+Etame+Alanyaspor,25200
/josh-vela/profil/spieler/173804,Josh+Vela+Bolton,314000
/vladislav-ignatjev/profil/spieler/51897,Vladislav+Ignatjev+Lokomotiv+Moscow,40700
/makhete-diop/profil/spieler/124757,Makhete+Diop+Beijing+Renhe,14400
/leandro-sapetti/profil/spieler/149486,Leandro+Sapetti+Aldosivi,13800
/ferhat-oztorun/profil/spieler/37839,Ferhat+Öztorun+Konyaspor,68700
/santi-mina/profil/spieler/255653,Santi+Mina+Valencia,3100000
/calvin-verdonk/profil/spieler/258364,Calvin+Verdonk+Feyenoord,54300
/hassani-dotson/profil/spieler/636081,Hassani+Dotson+Minnesota+United,22400
/mike-te-wierik/profil/spieler/155806,Mike+te+Wierik+FC+Groningen,59900
/victor-cabrera/profil/spieler/353463,Víctor+Cabrera+Montreal+Impact,432000
/matteo-scozzarella/profil/spieler/85208,Matteo+Scozzarella+Parma+Calcio+1913,23900
/ryan-bennett/profil/spieler/67252,Ryan+Bennett+Wolverhampton+Wanderers,218000
/mads-bech-sorensen/profil/spieler/372240,Mads+Bech+Sörensen+Brentford,15900
/oliver-baumann/profil/spieler/55089,Oliver+Baumann+Hoffenheim,352000
/ogenyi-onazi/profil/spieler/131709,Ogenyi+Onazi+Trabzonspor,169000
/baptiste-santamaria/profil/spieler/285323,Baptiste+Santamaría+Angers,197000
/fede-vico/profil/spieler/162079,Fede+Vico+Granada,157000
/joao-camacho/profil/spieler/268732,João+Camacho+Nacional,3310000
/arkadiusz-milik/profil/spieler/191891,Arkadiusz+Milik+Napoli,1010000
/joao-palhinha/profil/spieler/257455,João+Palhinha+Braga,139000
/karl-toko-ekambi/profil/spieler/315110,Karl+Toko+Ekambi+Villarreal,458000
/bilal-kisa/profil/spieler/7444,Bilal+Kisa+Akhisarspor,268000
/rudy-gestede/profil/spieler/39908,Rudy+Gestede+Middlesbrough,110000
/lucas-olaza/profil/spieler/216240,Lucas+Olaza+Celta+Vigo,97600
/vitor-bruno/profil/spieler/130635,Vítor+Bruno+Feirense,341000
/otavio/profil/spieler/312314,Otávio+Bordeaux,272000
/cristian-borja/profil/spieler/356099,Cristian+Borja+Sporting+CP,88700
/ollie-watkins/profil/spieler/324358,Ollie+Watkins+Brentford,103000
/leandro-paredes/profil/spieler/166237,Leandro+Paredes+Zenit+St.+Petersburg,145000
/duvan-vergara/profil/spieler/413658,Duván+Vergara+Rosario+Central,43300
/dmitri-kombarov/profil/spieler/38782,Dmitri+Kombarov+Spartak+Moscow,0
/fernando-monetti/profil/spieler/69815,Fernando+Monetti+San+Lorenzo,197000
/carlos-pomares/profil/spieler/238872,Carlos+Pomares+Extremadura,116000
/bastos/profil/spieler/195810,Bastos+Lazio,663000
/daniel-carvajal/profil/spieler/138927,Daniel+Carvajal+Real+Madrid,5830000
/abduhamit-abdugheni/profil/spieler/449191,Abduhamit+Abdugheni+Jiangsu+Suning+FC,34600
/ceyhun-gulselam/profil/spieler/37216,Ceyhun+Gülselam+Alanyaspor,47300
/lorenzo-de-silvestri/profil/spieler/33571,Lorenzo+De+Silvestri+Torino,1600000
/kevin-muller/profil/spieler/43824,Kevin+Müller+FC+Heidenheim,241000
/facundo-roncaglia/profil/spieler/61546,Facundo+Roncaglia+Valencia,205000
/dominic-calvert-lewin/profil/spieler/306024,Dominic+Calvert-Lewin+Everton,337000
/remi-matthews/profil/spieler/196722,Remi+Matthews+Bolton,386000
/nayef-aguerd/profil/spieler/361914,Nayef+Aguerd+Dijon,61600
/billy-jones/profil/spieler/36866,Billy+Jones+Rotherham,498000
/wilfried-kanga/profil/spieler/395523,Wilfried+Kanga+Angers,47400
/filipe-melo/profil/spieler/134580,Filipe+Melo+Chaves,3930000
/mike-maignan/profil/spieler/182906,Mike+Maignan+Lille,273000
/nicky-beloko/profil/spieler/382774,Nicky+Medja+Beloko+Fiorentina,7680
/riccardo-meggiorini/profil/spieler/28936,Riccardo+Meggiorini+Chievo,113000
/karim-benzema/profil/spieler/18922,Karim+Benzema+Real+Madrid,14600000
/emmanuel-mas/profil/spieler/77153,Emmanuel+Más+Boca+Juniors,2980000
/damian-szymanski/profil/spieler/259881,Damian+Szymanski+FK+Akhmat,28500
/diego-mercado/profil/spieler/556049,Diego+Mercado+Independiente,15600000
/bernardo/profil/spieler/364258,Bernardo+Brighton,6820000
/emanuel-taffertshofer/profil/spieler/196785,Emanuel+Taffertshofer+Sandhausen,19800
/mathias-jensen/profil/spieler/319859,Mathias+Jensen+Celta+Vigo,192000
/edin-visca/profil/spieler/109217,Edin+Visca+Istanbul+Basaksehir,263000
/ramon-azeez/profil/spieler/131667,Ramón+Azeez+Granada,59400
/cris/profil/spieler/24946,Cris+Feirense,81100
/luke-steele/profil/spieler/3539,Luke+Steele+Nottingham+Forest,460000
/niklas-moisander/profil/spieler/5017,Niklas+Moisander+Werder+Bremen,213000
/abdoulay-diaby/profil/spieler/148396,Abdoulaye+Diaby+Sporting+CP,76500
/dmitri-stotskiy/profil/spieler/124700,Dmitriy+Stotskiy+FC+Krasnodar,28500
/mats-hummels/profil/spieler/39728,Mats+Hummels+Bayern+Munich,987000
/wesley-hoolahan/profil/spieler/24589,Wes+Hoolahan+West+Bromwich+Albion,61500
/michael-breij/profil/spieler/258511,Michael+Breij+FC+Groningen,63600
/matias-romero/profil/spieler/605721,Matías+Romero+Argentinos+Juniors,944000
/mike-havekotte/profil/spieler/206743,Mike+Havekotte+ADO+Den+Haag,29600
/abdon-prats/profil/spieler/177452,Toni+Prats+Mallorca,214000
/nejc-skubic/profil/spieler/91434,Nejc+Skubic+Konyaspor,94100
/jordan-harvey/profil/spieler/39354,Jordan+Harvey+Los+Angeles+FC,3600000
/thomas-monconduit/profil/spieler/127182,Thomas+Monconduit+Amiens,61900
/nordi-mukiele/profil/spieler/348026,Nordi+Mukiele+RasenBallsport+Leipzig,83800
/jeremiah-gutjahr/profil/spieler/402838,Jeremiah+Gutjahr+Chicago+Fire,14200
/pol-lirola/profil/spieler/298975,Pol+Lirola+Sassuolo,162000
/bekim-balaj/profil/spieler/99137,Bekim+Balaj+FK+Akhmat,19100
/diego-demme/profil/spieler/82070,Diego+Demme+RasenBallsport+Leipzig,151000
/edgar-prib/profil/spieler/60028,Edgar+Prib+Hannover+96,88200
/toni-kroos/profil/spieler/31909,Toni+Kroos+Real+Madrid,5700000
/wilfrid-kaptoum/profil/spieler/256120,Wilfrid+Kaptoum+Real+Betis,78800
/alhassane-keita/profil/spieler/197734,Alhassane+Keita+Belenenses+SAD,25700
/sokratis/profil/spieler/34322,Sokratis+Arsenal,1910000
/radosav-petrovic/profil/spieler/75296,Radosav+Petrovic+Sporting+CP,48900
/kevin-mac-allister/profil/spieler/428920,Kevin+Mac+Allister+Boca+Juniors,131000
/tim-skarke/profil/spieler/287920,Tim+Skarke+FC+Heidenheim,30200
/fernando-godoy/profil/spieler/130452,Fernando+Godoy+Aldosivi,371000
/ismail-koybasi/profil/spieler/74641,Ismail+Köybasi+Fenerbahce,612000
/ola-kamara/profil/spieler/62067,Ola+Kamara+Shenzhen+FC,12900
/george-byers/profil/spieler/240083,George+Byers+Swansea,222000
/roland-sallai/profil/spieler/332798,Roland+Sallai+Freiburg,71100
/tyrone-mears/profil/spieler/14050,Tyrone+Mears+West+Bromwich+Albion,49400
/victor-laguardia/profil/spieler/67080,Víctor+Laguardia+Deportivo+Alaves,93200
/alexander-gonzalez/profil/spieler/147562,Alexander+González+Elche,460000
/serkan-kirintili/profil/spieler/16058,Serkan+Kirintili+Konyaspor,199000
/emiliano-moretti/profil/spieler/5755,Emiliano+Moretti+Torino,587000
/chung-yong-lee/profil/spieler/81801,Chung-Yong+Lee+Bochum,123000
/daniel-butterworth/profil/spieler/478637,Daniel+Butterworth+Blackburn,406000
/shamit-shome/profil/spieler/423445,Shamit+Shome+Montreal+Impact,50500
/michael-barrios/profil/spieler/313286,Michael+Barrios+FC+Dallas,324000
/jimmy-durmaz/profil/spieler/80205,Jimmy+Durmaz+Toulouse,162000
/vedat-muriqi/profil/spieler/256267,Vedat+Muriqi+Rizespor,392000
/santiago-mosquera/profil/spieler/490621,Santiago+Mosquera+FC+Dallas,149000
/raheem-sterling/profil/spieler/134425,Raheem+Sterling+ManCity,10300000
/bjorn-engels/profil/spieler/193469,Björn+Engels+Reims,133000
/vyacheslav-podberezkin/profil/spieler/207528,Vyacheslav+Podberezkin+Rubin+Kazan,43600
/senad-lulic/profil/spieler/61449,Senad+Lulic+Lazio,306000
/jimmy-maurer/profil/spieler/183337,Jimmy+Maurer+FC+Dallas,181000
/jalil-elias/profil/spieler/376859,Jalil+Elías+Godoy+Cruz,187000
/joaquin-varela/profil/spieler/553421,Joaquín+Varela+Godoy+Cruz,4030000
/nicolo-zaniolo/profil/spieler/392085,Nicolò+Zaniolo+Roma,623000
/marcelo-mino/profil/spieler/508135,Marcelo+Miño+Rosario+Central,676000
/roy-beerens/profil/spieler/25427,Roy+Beerens+Vitesse,73500
/giannelli-imbula/profil/spieler/130756,Giannelli+Imbula+Rayo+Vallecano,54400
/danil-stepanov/profil/spieler/456182,Danil+Stepanov+Rubin+Kazan,78200
/marcelo-saracchi/profil/spieler/373916,Marcelo+Saracchi+RasenBallsport+Leipzig,81500
/ryo-miyaichi/profil/spieler/129688,Ryo+Miyaichi+St.+Pauli,66400
/patrik-schick/profil/spieler/242086,Patrik+Schick+Roma,449000
/pierluigi-gollini/profil/spieler/244192,Pierluigi+Gollini+Atalanta,84600
/federico-fazio/profil/spieler/45314,Federico+Fazio+Roma,3500000
/jay-roy-grot/profil/spieler/360517,Jay-Roy+Grot+VVV-Venlo,44000
/matias-kranevitter/profil/spieler/240900,Matías+Kranevitter+Zenit+St.+Petersburg,84000
/andres-ponce/profil/spieler/308256,Andrés+Ponce+Anzhi+Makhachkala,20100
/denis-odoi/profil/spieler/59641,Denis+Odoi+Fulham,209000
/manuel-lazzari/profil/spieler/331401,Manuel+Lazzari+SPAL+2013,63400
/darren-potter/profil/spieler/22231,Darren+Potter+Rotherham,159000
/rurik-gislason/profil/spieler/15961,Rúrik+Gíslason+Sandhausen,36500
/james-igbekeme/profil/spieler/375849,James+Igbekeme+Real+Zaragoza,30600
/erik-lamela/profil/spieler/111630,Erik+Lamela+Tottenham,1070000
/pascal-testroet/profil/spieler/53521,Pascal+Testroet+Erzgebirge+Aue,53600
/lorenzo-melgarejo/profil/spieler/127822,Lorenzo+Melgarejo+Spartak+Moscow,44200
/gaston-pereiro/profil/spieler/264116,Gastón+Pereiro+PSV+Eindhoven,174000
/florian-carstens/profil/spieler/334543,Florian+Carstens+St.+Pauli,396000
/roman-martinez/profil/spieler/53134,Román+Martínez+San+Lorenzo,13100000
/alex-lopez/profil/spieler/166674,Álex+López+Mallorca,6380000
/tomas-cardona/profil/spieler/422700,Tomás+Cardona+Godoy+Cruz,1200000
/georgi-melkadze/profil/spieler/281552,George+Melkadze+Spartak+Moscow,46900
/hector-verdes/profil/spieler/57954,Héctor+Verdés+Rayo+Majadahonda,152000
/vicente-gomez/profil/spieler/153236,Vicente+Gómez+Deportivo+La+Coruna,2000000
/marcin-kaminski/profil/spieler/129358,Marcin+Kaminski+Fortuna+Duesseldorf,101000
/boulaye-dia/profil/spieler/626913,Boulaye+Dia+Reims,55900
/moussa-diaby/profil/spieler/395516,Moussa+Diaby+Paris+Saint-Germain,413000
/javier-mascherano/profil/spieler/19981,Javier+Mascherano+Hebei+CFFC,24000
/keinan-davis/profil/spieler/412660,Keinan+Davis+Aston+Villa,60300
/joe-newell/profil/spieler/185342,Joe+Newell+Rotherham,261000
/saman-ghoddos/profil/spieler/204294,Saman+Ghoddos+Amiens,108000
/anthony-jackson-hamel/profil/spieler/333093,Anthony+Jackson-Hamel+Montreal+Impact,212000
/mert-gunok/profil/spieler/51894,Fehmi+Mert+Günok+Istanbul+Basaksehir,11700
/diego-capel/profil/spieler/27471,Diego+Capel+Extremadura,96400
/elias-pereyra/profil/spieler/576027,Elías+Pereyra+San+Lorenzo,1070000
/andrea-petagna/profil/spieler/199258,Andrea+Petagna+SPAL+2013,158000
/agustin-heredia/profil/spieler/570420,Agustín+Heredia+Godoy+Cruz,1410000
/david-texeira/profil/spieler/143182,David+Texeira+Moreirense,27300
/karim-rekik/profil/spieler/182579,Karim+Rekik+Hertha+Berlin,111000
