link,age_group,days_miss,games_miss,miss_days_per_y
/dmitri-stotskiy/profil/spieler/124700,27-30,183.0,26.0,14.076923076923077
/mats-hummels/profil/spieler/39728,27-30,77.0,11.0,5.5
/wesley-hoolahan/profil/spieler/24589,Plus_35,244.0,34.0,12.2
/michael-breij/profil/spieler/258511,21-23,143.0,18.0,23.833333333333332
/matias-romero/profil/spieler/605721,21-23,143.0,18.0,20.428571428571427
/mike-havekotte/profil/spieler/206743,21-23,143.0,18.0,20.428571428571427
/abdon-prats/profil/spieler/177452,24-26,17.0,2.0,1.7
/nejc-skubic/profil/spieler/91434,27-30,13.0,3.0,1.0
/jordan-harvey/profil/spieler/39354,Plus_35,31.0,7.0,1.631578947368421
/thomas-monconduit/profil/spieler/127182,27-30,183.0,26.0,15.25
/nordi-mukiele/profil/spieler/348026,21-23,143.0,18.0,28.6
/jeremiah-gutjahr/profil/spieler/402838,21-23,143.0,18.0,28.6
/pol-lirola/profil/spieler/298975,21-23,135.0,15.0,27.0
/bekim-balaj/profil/spieler/99137,27-30,16.0,2.0,1.3333333333333333
/diego-demme/profil/spieler/82070,27-30,109.0,9.0,9.909090909090908
/edgar-prib/profil/spieler/60028,27-30,808.0,92.0,62.15384615384615
/toni-kroos/profil/spieler/31909,27-30,199.0,38.0,15.307692307692308
/wilfrid-kaptoum/profil/spieler/256120,21-23,565.0,70.0,94.16666666666667
/alhassane-keita/profil/spieler/197734,27-30,183.0,26.0,16.636363636363637
/sokratis/profil/spieler/34322,27-30,65.0,12.0,4.642857142857143
/radosav-petrovic/profil/spieler/75296,27-30,63.0,11.0,4.5
/kevin-mac-allister/profil/spieler/428920,21-23,120.0,0.0,24.0
/tim-skarke/profil/spieler/287920,21-23,69.0,10.0,11.5
/fernando-godoy/profil/spieler/130452,27-30,6.0,1.0,0.46153846153846156
/ismail-koybasi/profil/spieler/74641,27-30,766.0,98.0,58.92307692307692
/ola-kamara/profil/spieler/62067,27-30,86.0,10.0,6.615384615384615
/george-byers/profil/spieler/240083,21-23,143.0,18.0,23.833333333333332
/roland-sallai/profil/spieler/332798,21-23,193.0,24.0,38.6
/tyrone-mears/profil/spieler/14050,Plus_35,331.0,53.0,16.55
/victor-laguardia/profil/spieler/67080,27-30,785.0,71.0,60.38461538461539
/alexander-gonzalez/profil/spieler/147562,24-26,106.0,14.0,10.6
/serkan-kirintili/profil/spieler/16058,31-34,111.0,18.0,6.166666666666667
/emiliano-moretti/profil/spieler/5755,Plus_35,66.0,12.0,3.142857142857143
/chung-yong-lee/profil/spieler/81801,27-30,426.0,79.0,30.428571428571427
/daniel-butterworth/profil/spieler/478637,Sub_20,73.0,8.0,24.333333333333332
/shamit-shome/profil/spieler/423445,21-23,69.0,9.0,13.8
/michael-barrios/profil/spieler/313286,27-30,25.0,3.0,2.0833333333333335
/jimmy-durmaz/profil/spieler/80205,27-30,114.0,24.0,8.142857142857142
/vedat-muriqi/profil/spieler/256267,24-26,174.0,23.0,19.333333333333332
/santiago-mosquera/profil/spieler/490621,24-26,52.0,7.0,6.5
/raheem-sterling/profil/spieler/134425,24-26,66.0,12.0,8.25
/bjorn-engels/profil/spieler/193469,24-26,546.0,99.0,68.25
/vyacheslav-podberezkin/profil/spieler/207528,24-26,195.0,15.0,19.5
/senad-lulic/profil/spieler/61449,31-34,320.0,51.0,18.823529411764707
/jimmy-maurer/profil/spieler/183337,27-30,183.0,26.0,13.071428571428571
/jalil-elias/profil/spieler/376859,21-23,143.0,18.0,20.428571428571427
/joaquin-varela/profil/spieler/553421,21-23,143.0,18.0,23.833333333333332
/nicolo-zaniolo/profil/spieler/392085,Sub_20,73.0,8.0,24.333333333333332
/marcelo-mino/profil/spieler/508135,21-23,143.0,18.0,28.6
/roy-beerens/profil/spieler/25427,31-34,320.0,34.0,21.333333333333332
/giannelli-imbula/profil/spieler/130756,24-26,10.0,1.0,1.0
/danil-stepanov/profil/spieler/456182,Sub_20,73.0,8.0,24.333333333333332
/marcelo-saracchi/profil/spieler/373916,21-23,45.0,9.0,9.0
/ryo-miyaichi/profil/spieler/129688,24-26,1207.0,121.0,120.7
/patrik-schick/profil/spieler/242086,21-23,106.0,19.0,15.142857142857142
/pierluigi-gollini/profil/spieler/244192,24-26,174.0,23.0,21.75
/federico-fazio/profil/spieler/45314,31-34,103.0,25.0,6.4375
/jay-roy-grot/profil/spieler/360517,21-23,28.0,4.0,5.6
/matias-kranevitter/profil/spieler/240900,24-26,174.0,23.0,19.333333333333332
/andres-ponce/profil/spieler/308256,21-23,29.0,4.0,4.833333333333333
/denis-odoi/profil/spieler/59641,27-30,7.0,2.0,0.5
/manuel-lazzari/profil/spieler/331401,24-26,39.0,6.0,4.333333333333333
/darren-potter/profil/spieler/22231,31-34,220.0,31.0,12.222222222222221
/rurik-gislason/profil/spieler/15961,31-34,238.0,33.0,15.866666666666667
/james-igbekeme/profil/spieler/375849,21-23,21.0,3.0,3.0
/erik-lamela/profil/spieler/111630,27-30,604.0,90.0,54.90909090909091
/pascal-testroet/profil/spieler/53521,27-30,530.0,73.0,44.166666666666664
/lorenzo-melgarejo/profil/spieler/127822,27-30,49.0,8.0,4.083333333333333
/gaston-pereiro/profil/spieler/264116,21-23,4.0,1.0,0.5714285714285714
/florian-carstens/profil/spieler/334543,Sub_20,73.0,8.0,18.25
/roman-martinez/profil/spieler/53134,Plus_35,244.0,34.0,12.2
/alex-lopez/profil/spieler/166674,24-26,174.0,23.0,19.333333333333332
/tomas-cardona/profil/spieler/422700,21-23,143.0,18.0,20.428571428571427
/georgi-melkadze/profil/spieler/281552,21-23,32.0,4.0,5.333333333333333
/hector-verdes/profil/spieler/57954,31-34,43.0,3.0,2.388888888888889
/vicente-gomez/profil/spieler/153236,27-30,157.0,10.0,11.214285714285714
/marcin-kaminski/profil/spieler/129358,27-30,70.0,11.0,6.363636363636363
/boulaye-dia/profil/spieler/626913,21-23,143.0,18.0,23.833333333333332
/moussa-diaby/profil/spieler/395516,Sub_20,73.0,8.0,24.333333333333332
/javier-mascherano/profil/spieler/19981,31-34,219.0,37.0,12.166666666666666
/keinan-davis/profil/spieler/412660,21-23,143.0,18.0,28.6
/joe-newell/profil/spieler/185342,24-26,174.0,23.0,17.4
/saman-ghoddos/profil/spieler/204294,24-26,35.0,5.0,3.888888888888889
/anthony-jackson-hamel/profil/spieler/333093,24-26,13.0,2.0,1.4444444444444444
/mert-gunok/profil/spieler/51894,27-30,63.0,10.0,4.5
/diego-capel/profil/spieler/27471,31-34,151.0,19.0,10.066666666666666
/elias-pereyra/profil/spieler/576027,Sub_20,73.0,8.0,18.25
/andrea-petagna/profil/spieler/199258,21-23,143.0,18.0,20.428571428571427
/agustin-heredia/profil/spieler/570420,21-23,143.0,18.0,28.6
/david-texeira/profil/spieler/143182,27-30,127.0,31.0,10.583333333333334
/karim-rekik/profil/spieler/182579,24-26,281.0,72.0,35.125
